pair,dir,signal_time,entry_time,exit_time,entry_ref,fill,sl,tp,exit,sl_dist,sl_pips,r,outcome,quality,bars,year,weekday,session
GBPUSD,1,2020-07-30 10:30:00+00:00,2020-07-30 10:45:00+00:00,2020-07-31 00:15:00+00:00,1.30035,1.30049,1.2949572254928636,1.3111355490142726,1.3111355490142726,0.005392774507136335,53.92774507136335,1.9740393372994403,win,1,54,2020,Thursday,London
GBPUSD,1,2020-07-31 07:30:00+00:00,2020-07-31 07:45:00+00:00,2020-07-31 09:15:00+00:00,1.31375,1.31388,1.3118287305404086,1.3175925389191827,1.3117987305404086,0.0019212694595913446,19.212694595913444,-1.083278271666273,loss,2,6,2020,Friday,London
GBPUSD,1,2020-07-31 14:45:00+00:00,2020-07-31 15:00:00+00:00,2020-07-31 15:45:00+00:00,1.3161,1.31623,1.3121341655977001,1.3240316688045999,1.3121041655977002,0.003965834402299916,39.65834402299916,-1.0403445993375693,loss,2,3,2020,Friday,NY
GBPUSD,1,2020-08-13 08:30:00+00:00,2020-08-13 08:45:00+00:00,2020-08-13 14:45:00+00:00,1.30776,1.30786,1.3054685159506907,1.312342968098619,1.312342968098619,0.0022914840493094466,22.914840493094466,1.9563601588105723,win,2,24,2020,Thursday,London
GBPUSD,1,2020-08-28 09:15:00+00:00,2020-08-28 09:30:00+00:00,2020-08-28 15:45:00+00:00,1.32771,1.32783,1.3252786579190496,1.3325726841619008,1.3325726841619008,0.002431342080950381,24.313420809503807,1.95064454280611,win,2,25,2020,Friday,London
GBPUSD,1,2020-09-01 08:30:00+00:00,2020-09-01 08:45:00+00:00,2020-09-01 11:15:00+00:00,1.34127,1.3413899999999999,1.3392788903464032,1.3452522193071934,1.3452522193071934,0.0019911096535967536,19.911096535967534,1.9397320987404234,win,3,10,2020,Tuesday,London
GBPUSD,-1,2020-09-23 08:15:00+00:00,2020-09-23 08:30:00+00:00,2020-09-23 10:00:00+00:00,1.26872,1.26859,1.2728086308523063,1.2605427382953875,1.2728386308523063,0.004088630852306302,40.88630852306302,-1.0391329043338913,loss,1,6,2020,Wednesday,London
GBPUSD,1,2020-11-05 15:45:00+00:00,2020-11-05 16:00:00+00:00,2020-11-09 14:15:00+00:00,1.31108,1.31124,1.3063843015391996,1.3204713969216009,1.3204713969216009,0.00469569846080047,46.956984608004696,1.9659262618041375,win,2,185,2020,Thursday,NY
GBPUSD,1,2020-11-10 09:15:00+00:00,2020-11-10 09:30:00+00:00,2020-11-12 09:00:00+00:00,1.32245,1.32259,1.3165857460673707,1.3341785078652586,1.3165557460673707,0.005864253932629335,58.642539326293345,-1.028989194866547,loss,2,190,2020,Tuesday,London
GBPUSD,1,2020-11-13 09:15:00+00:00,2020-11-13 09:30:00+00:00,2020-11-13 20:45:00+00:00,1.31566,1.31579,1.3138193647231131,1.319341270553774,1.319341270553774,0.0018406352768869103,18.4063527688691,1.9293722109793634,win,2,45,2020,Friday,London
GBPUSD,1,2020-11-17 15:45:00+00:00,2020-11-17 16:00:00+00:00,2020-11-17 17:00:00+00:00,1.32591,1.32601,1.3241001132072083,1.3295297735855833,1.3240701132072084,0.0018098867927916684,18.098867927916682,-1.0718276969132245,loss,2,4,2020,Tuesday,NY
GBPUSD,1,2020-12-03 10:00:00+00:00,2020-12-03 10:15:00+00:00,2020-12-03 15:00:00+00:00,1.34153,1.34164,1.3383646840714791,1.3478606318570412,1.3478606318570412,0.0031653159285207006,31.653159285207003,1.9652483346104535,win,2,19,2020,Thursday,London
GBPUSD,1,2020-12-17 14:45:00+00:00,2020-12-17 15:00:00+00:00,2020-12-17 15:00:00+00:00,1.36033,1.36046,1.3580799553215077,1.3648300893569845,1.3580499553215077,0.0022500446784922278,22.500446784922275,-1.0711096990781765,loss,3,0,2020,Thursday,NY
GBPUSD,1,2020-12-22 09:30:00+00:00,2020-12-22 09:45:00+00:00,2020-12-22 10:00:00+00:00,1.34422,1.34436,1.3397852046443455,1.3530895907113087,1.3397552046443455,0.004434795355654419,44.34795355654419,-1.038333223151623,loss,1,1,2020,Tuesday,London
GBPUSD,1,2020-12-24 13:45:00+00:00,2020-12-24 14:00:00+00:00,2020-12-24 15:00:00+00:00,1.35895,1.3590499999999999,1.3552269531127783,1.3663960937744437,1.3551969531127783,0.003723046887221794,37.23046887221794,-1.0349176370692337,loss,2,4,2020,Thursday,NY
GBPUSD,1,2020-12-30 14:45:00+00:00,2020-12-30 15:00:00+00:00,2020-12-31 08:45:00+00:00,1.36036,1.3605399999999999,1.357068442763362,1.3669431144732764,1.3669431144732764,0.0032915572366381983,32.91557236638198,1.9453146377051411,win,3,71,2020,Wednesday,NY
GBPUSD,1,2020-12-31 15:00:00+00:00,2020-12-31 15:15:00+00:00,2021-01-04 13:15:00+00:00,1.36671,1.36683,1.3627282622700978,1.3746734754598045,1.3626982622700978,0.003981737729902211,39.817377299022105,-1.037671994032524,loss,2,88,2020,Thursday,NY
GBPUSD,1,2021-01-12 15:15:00+00:00,2021-01-12 15:30:00+00:00,2021-01-15 15:45:00+00:00,1.36264,1.36275,1.3578649074990239,1.3721901850019527,1.357834907499024,0.0047750925009762794,47.750925009762796,-1.0293188037658099,loss,2,289,2021,Tuesday,NY
GBPUSD,1,2021-01-20 07:45:00+00:00,2021-01-20 08:00:00+00:00,2021-01-20 10:30:00+00:00,1.36692,1.36703,1.3651283799543195,1.3705032400913606,1.3705032400913606,0.001791620045680381,17.91620045680381,1.9386030535518155,win,2,10,2021,Wednesday,London
GBPUSD,1,2021-01-21 14:45:00+00:00,2021-01-21 15:00:00+00:00,2021-01-21 17:15:00+00:00,1.37266,1.37279,1.370537812352836,1.3769043752943277,1.370507812352836,0.0021221876471638947,21.221876471638947,-1.075393898467864,loss,3,9,2021,Thursday,NY
GBPUSD,1,2021-01-25 07:30:00+00:00,2021-01-25 07:45:00+00:00,2021-01-25 08:00:00+00:00,1.37175,1.37191,1.370292706061079,1.3746645878778423,1.370262706061079,0.0014572939389211072,14.572939389211072,-1.1303786387394794,loss,1,1,2021,Monday,London
GBPUSD,1,2021-02-05 14:30:00+00:00,2021-02-05 14:45:00+00:00,2021-02-08 11:45:00+00:00,1.37231,1.37243,1.3682565826886068,1.3804168346227863,1.3682265826886069,0.004053417311393157,40.534173113931566,-1.0370058122509138,loss,0,84,2021,Friday,NY
GBPUSD,1,2021-02-09 07:45:00+00:00,2021-02-09 08:00:00+00:00,2021-02-09 08:15:00+00:00,1.37819,1.37832,1.376807773950015,1.38095445209997,1.376777773950015,0.0013822260499848967,13.822260499848966,-1.1157553064505885,loss,2,1,2021,Tuesday,London
GBPUSD,1,2021-02-09 13:45:00+00:00,2021-02-09 14:00:00+00:00,2021-02-09 19:30:00+00:00,1.37832,1.37845,1.3767661976354102,1.3814276047291796,1.3814276047291796,0.00155380236458982,15.5380236458982,1.916334275862471,win,1,22,2021,Tuesday,NY
GBPUSD,1,2021-02-10 15:00:00+00:00,2021-02-10 15:15:00+00:00,2021-02-10 20:45:00+00:00,1.38596,1.38609,1.3829751998170465,1.3919296003659072,1.3829451998170466,0.0029848001829535734,29.848001829535733,-1.0536049283679652,loss,2,22,2021,Wednesday,NY
GBPUSD,1,2021-02-15 10:00:00+00:00,2021-02-15 10:15:00+00:00,2021-02-16 13:45:00+00:00,1.39076,1.39092,1.38849912704068,1.39528174591864,1.38846912704068,0.0022608729593200216,22.608729593200213,-1.0840383353769367,loss,1,110,2021,Monday,London
GBPUSD,1,2021-02-19 10:15:00+00:00,2021-02-19 10:30:00+00:00,2021-02-22 15:00:00+00:00,1.39983,1.39995,1.397099851010675,1.4052902979786501,1.4052902979786501,0.0027301489893250997,27.301489893250995,1.9560463548072649,win,1,114,2021,Friday,London
GBPUSD,1,2021-03-11 09:00:00+00:00,2021-03-11 09:15:00+00:00,2021-03-12 01:00:00+00:00,1.39531,1.3954499999999999,1.392918312059962,1.400093375880076,1.400093375880076,0.0023916879400380053,23.91687940038005,1.941463935300164,win,1,63,2021,Thursday,London
GBPUSD,1,2021-03-18 08:00:00+00:00,2021-03-18 08:15:00+00:00,2021-03-18 12:00:00+00:00,1.39696,1.3970799999999999,1.3943695283541795,1.4021409432916412,1.3943395283541795,0.0025904716458205737,25.904716458205737,-1.0579045133506084,loss,1,15,2021,Thursday,London
GBPUSD,-1,2021-03-30 14:30:00+00:00,2021-03-30 14:45:00+00:00,2021-03-31 08:15:00+00:00,1.37251,1.37239,1.3757375053701186,1.3660549892597627,1.3757675053701186,0.0032275053701186405,32.2750537011864,-1.0464755229809117,loss,1,70,2021,Tuesday,NY
GBPUSD,1,2021-04-20 07:45:00+00:00,2021-04-20 08:00:00+00:00,2021-04-20 09:00:00+00:00,1.4008,1.40092,1.398511053536426,1.4053778929271479,1.398481053536426,0.00228894646357396,22.8894646357396,-1.0655323321829593,loss,3,4,2021,Tuesday,London
GBPUSD,1,2021-04-26 10:00:00+00:00,2021-04-26 10:15:00+00:00,2021-04-26 12:00:00+00:00,1.3914,1.39154,1.3892088399001985,1.395782320199603,1.3891788399001985,0.0021911600998014724,21.911600998014723,-1.0775844722690067,loss,2,7,2021,Monday,London
GBPUSD,1,2021-04-29 07:30:00+00:00,2021-04-29 07:45:00+00:00,2021-04-29 09:30:00+00:00,1.39611,1.39624,1.3942246196902912,1.3998807606194175,1.3941946196902912,0.001885380309708725,18.853803097087248,-1.0848635148972583,loss,1,7,2021,Thursday,London
GBPUSD,1,2021-05-18 15:30:00+00:00,2021-05-18 15:45:00+00:00,2021-05-18 16:30:00+00:00,1.42033,1.42047,1.4182827950879002,1.4244244098241998,1.4182527950879003,0.002047204912099858,20.472049120998577,-1.0830400508493387,loss,2,3,2021,Tuesday,NY
GBPUSD,1,2021-05-20 15:00:00+00:00,2021-05-20 15:15:00+00:00,2021-05-21 11:15:00+00:00,1.41562,1.41575,1.411957424264057,1.4229451514718863,1.4229451514718863,0.003662575735943093,36.62575735943093,1.9645058534287199,win,2,80,2021,Thursday,NY
GBPUSD,1,2021-05-25 09:45:00+00:00,2021-05-25 10:00:00+00:00,2021-05-25 11:30:00+00:00,1.41856,1.41869,1.4167836293751428,1.4221127412497145,1.4167536293751428,0.0017763706248572968,17.763706248572966,-1.0900712935470565,loss,2,6,2021,Tuesday,London
GBPUSD,1,2021-06-01 07:45:00+00:00,2021-06-01 08:00:00+00:00,2021-06-01 09:00:00+00:00,1.4235,1.42363,1.421124744343866,1.4282505113122683,1.421094744343866,0.0023752556561341307,23.752556561341304,-1.0673611699804446,loss,1,4,2021,Tuesday,London
GBPUSD,-1,2021-06-18 09:45:00+00:00,2021-06-18 10:00:00+00:00,2021-06-18 10:15:00+00:00,1.38792,1.38774,1.3900043023373614,1.3837513953252774,1.3900343023373614,0.0020843023373613807,20.843023373613807,-1.1007531375058839,loss,3,1,2021,Friday,London
GBPUSD,-1,2021-06-22 08:00:00+00:00,2021-06-22 08:15:00+00:00,2021-06-22 15:30:00+00:00,1.38884,1.38872,1.3912904868618376,1.383939026276325,1.3913204868618376,0.002450486861837608,24.50486861837608,-1.0612123257365997,loss,1,29,2021,Tuesday,London
GBPUSD,-1,2021-07-19 07:45:00+00:00,2021-07-19 08:00:00+00:00,2021-07-19 08:00:00+00:00,1.37469,1.37457,1.3761570741664633,1.3717558516670731,1.3717558516670731,0.0014670741664633835,14.670741664633834,1.9182045442943614,win,2,0,2021,Monday,London
GBPUSD,-1,2021-08-13 09:15:00+00:00,2021-08-13 09:30:00+00:00,2021-08-13 12:15:00+00:00,1.37976,1.3796300000000001,1.3810498654379857,1.3771802691240287,1.3810798654379857,0.0012898654379856964,12.898654379856962,-1.124043946979227,loss,2,11,2021,Friday,London
GBPUSD,-1,2021-08-17 07:15:00+00:00,2021-08-17 07:30:00+00:00,2021-08-17 13:30:00+00:00,1.38095,1.38082,1.3830438035537782,1.3767623928924433,1.3767623928924433,0.0020938035537783396,20.938035537783396,1.9379120358424071,win,1,24,2021,Tuesday,London
GBPUSD,-1,2021-08-20 07:30:00+00:00,2021-08-20 07:45:00+00:00,2021-08-20 14:45:00+00:00,1.3618,1.36168,1.363565299360746,1.3582694012785073,1.363595299360746,0.0017652993607463188,17.652993607463188,-1.0849714237342423,loss,2,28,2021,Friday,London
GBPUSD,-1,2021-09-07 15:00:00+00:00,2021-09-07 15:15:00+00:00,2021-09-08 09:15:00+00:00,1.37841,1.37829,1.3800967690438162,1.3750364619123674,1.3750364619123674,0.0016867690438162712,16.86769043816271,1.928858073107376,win,3,72,2021,Tuesday,NY
GBPUSD,-1,2021-09-08 15:15:00+00:00,2021-09-08 15:30:00+00:00,2021-09-08 17:15:00+00:00,1.37417,1.37403,1.3777656216664729,1.366978756667054,1.3777956216664728,0.003595621666472995,35.95621666472995,-1.0472797240001404,loss,2,7,2021,Wednesday,NY
GBPUSD,-1,2021-09-20 07:30:00+00:00,2021-09-20 07:45:00+00:00,2021-09-20 13:15:00+00:00,1.36952,1.36938,1.3715802864816333,1.3653994270367336,1.3653994270367336,0.0020602864816333015,20.602864816333014,1.932048284911749,win,2,22,2021,Monday,London
GBPUSD,-1,2021-09-24 10:15:00+00:00,2021-09-24 10:30:00+00:00,2021-09-24 13:15:00+00:00,1.37048,1.37035,1.3723395544806891,1.3667608910386215,1.3667608910386215,0.0018595544806892315,18.595544806892313,1.9300907817705613,win,2,11,2021,Friday,London
GBPUSD,-1,2021-09-29 09:30:00+00:00,2021-09-29 09:45:00+00:00,2021-10-01 14:15:00+00:00,1.35047,1.35032,1.3555593963646553,1.3402912072706898,1.3555893963646553,0.0050893963646551086,50.893963646551086,-1.0353676520952946,loss,2,210,2021,Wednesday,London
GBPUSD,1,2021-10-26 13:45:00+00:00,2021-10-26 14:00:00+00:00,2021-10-26 14:30:00+00:00,1.38054,1.38067,1.378926256714839,1.383767486570322,1.378896256714839,0.0016137432851609766,16.137432851609766,-1.0991483598855458,loss,2,2,2021,Tuesday,NY
GBPUSD,-1,2021-11-04 07:30:00+00:00,2021-11-04 07:45:00+00:00,2021-11-04 09:15:00+00:00,1.36576,1.36561,1.3670639314061988,1.3631521371876025,1.3631521371876025,0.0013039314061987657,13.039314061987657,1.8849632739214763,win,1,6,2021,Thursday,London
GBPUSD,-1,2021-11-09 14:45:00+00:00,2021-11-09 15:00:00+00:00,2021-11-10 11:00:00+00:00,1.35532,1.35521,1.3573941442891793,1.3511717114216417,1.3511717114216417,0.0020741442891791693,20.741442891791692,1.946966081109254,win,2,80,2021,Tuesday,NY
GBPUSD,-1,2021-11-11 10:30:00+00:00,2021-11-11 10:45:00+00:00,2021-11-11 12:45:00+00:00,1.3387,1.33858,1.341141988079379,1.3338160238412424,1.3411719880793789,0.0024419880793788017,24.419880793788014,-1.0614253612729045,loss,3,8,2021,Thursday,London
GBPUSD,-1,2021-11-11 15:30:00+00:00,2021-11-11 15:45:00+00:00,2021-11-12 15:15:00+00:00,1.3387,1.33858,1.3417902334617575,1.3325195330764847,1.3418202334617575,0.0030902334617575926,30.902334617575924,-1.048540021929115,loss,1,94,2021,Thursday,NY
GBPUSD,-1,2021-11-23 10:15:00+00:00,2021-11-23 10:30:00+00:00,2021-11-24 16:00:00+00:00,1.33738,1.33727,1.3398928195436715,1.3323543609126574,1.3323543609126574,0.0025128195436713674,25.12819543671367,1.9562244729124425,win,1,118,2021,Tuesday,London
GBPUSD,-1,2021-11-26 07:30:00+00:00,2021-11-26 07:45:00+00:00,2021-11-26 08:30:00+00:00,1.32962,1.32948,1.3308959306977992,1.3270681386044016,1.3309259306977992,0.0012759306977991843,12.759306977991843,-1.1332360764524556,loss,0,3,2021,Friday,London
GBPUSD,-1,2021-12-09 10:15:00+00:00,2021-12-09 10:30:00+00:00,2021-12-09 10:45:00+00:00,1.32018,1.32004,1.3212812847433892,1.317977430513221,1.317977430513221,0.0011012847433893962,11.012847433893961,1.8728757473123234,win,1,1,2021,Thursday,London
GBPUSD,-1,2021-12-13 08:30:00+00:00,2021-12-13 08:45:00+00:00,2021-12-13 10:00:00+00:00,1.32289,1.32275,1.3248031988865732,1.3190636022268534,1.3248331988865731,0.001913198886573288,19.13198886573288,-1.0888564180090252,loss,0,5,2021,Monday,London
GBPUSD,1,2021-12-31 08:00:00+00:00,2021-12-31 08:15:00+00:00,2021-12-31 11:00:00+00:00,1.35109,1.3512199999999999,1.3492869473107052,1.3546961053785893,1.3492569473107052,0.001803052689294721,18.030526892947208,-1.0887383940302413,loss,0,11,2021,Friday,London
GBPUSD,1,2022-01-04 14:30:00+00:00,2022-01-04 14:45:00+00:00,2022-01-11 08:00:00+00:00,1.35244,1.35258,1.3477589394375884,1.3618021211248232,1.3618021211248232,0.004681060562411601,46.81060562411601,1.9700922476577125,win,1,452,2022,Tuesday,NY
GBPUSD,1,2022-01-13 09:15:00+00:00,2022-01-13 09:30:00+00:00,2022-01-13 17:15:00+00:00,1.37413,1.37425,1.3708902757517114,1.3806094484965774,1.3708602757517114,0.00323972424828867,32.397242482886696,-1.0463002368424117,loss,2,31,2022,Thursday,London
GBPUSD,1,2022-01-19 14:30:00+00:00,2022-01-19 14:45:00+00:00,2022-01-19 20:45:00+00:00,1.36427,1.36441,1.361941171675588,1.3689276566488242,1.361911171675588,0.0023288283244120916,23.288283244120915,-1.0729980815750615,loss,1,24,2022,Wednesday,NY
GBPUSD,1,2022-01-20 07:30:00+00:00,2022-01-20 07:45:00+00:00,2022-01-20 09:45:00+00:00,1.36334,1.36347,1.3619586903870782,1.3661026192258434,1.3619286903870782,0.0013813096129217225,13.813096129217225,-1.115832104912097,loss,1,8,2022,Thursday,London
GBPUSD,-1,2022-03-02 09:00:00+00:00,2022-03-02 09:15:00+00:00,2022-03-02 09:30:00+00:00,1.32884,1.32871,1.330757548136378,1.3250049037272442,1.330787548136378,0.0019175481363779391,19.17548136377939,-1.0834398870957338,loss,2,1,2022,Wednesday,London
GBPUSD,-1,2022-03-04 08:00:00+00:00,2022-03-04 08:15:00+00:00,2022-03-04 13:15:00+00:00,1.33169,1.33154,1.3345825074016253,1.3259049851967495,1.3259049851967495,0.0028925074016253284,28.925074016253284,1.9481418785943605,win,1,20,2022,Friday,London
GBPUSD,-1,2022-03-08 07:45:00+00:00,2022-03-08 08:00:00+00:00,2022-03-08 08:00:00+00:00,1.30912,1.30897,1.3118678653317306,1.3036242693365392,1.3118978653317306,0.0027478653317304573,27.478653317304573,-1.0655053935582808,loss,1,0,2022,Tuesday,London
GBPUSD,-1,2022-03-11 07:15:00+00:00,2022-03-11 07:30:00+00:00,2022-03-11 08:45:00+00:00,1.30881,1.3087,1.3102396556683404,1.305950688663319,1.305950688663319,0.0014296556683405044,14.296556683405043,1.9230583962027024,win,1,5,2022,Friday,London
GBPUSD,-1,2022-04-19 15:30:00+00:00,2022-04-19 15:45:00+00:00,2022-04-20 02:00:00+00:00,1.29907,1.2989300000000001,1.3025024645699652,1.2922050708600694,1.3025324645699652,0.0034324645699653185,34.32464569965318,-1.0495270953376354,loss,3,41,2022,Tuesday,NY
GBPUSD,-1,2022-04-27 09:30:00+00:00,2022-04-27 09:45:00+00:00,2022-04-27 10:30:00+00:00,1.25486,1.25474,1.259724706250622,1.2451305874987564,1.259754706250622,0.004864706250621905,48.64706250621905,-1.0308343386573398,loss,2,3,2022,Wednesday,London
GBPUSD,-1,2022-05-06 07:15:00+00:00,2022-05-06 07:30:00+00:00,2022-05-06 07:45:00+00:00,1.23427,1.23414,1.2373728717021657,1.2280642565956685,1.2280642565956685,0.0031028717021657714,31.028717021657712,1.9581033273437234,win,2,1,2022,Friday,London
GBPUSD,-1,2022-05-06 13:45:00+00:00,2022-05-06 14:00:00+00:00,2022-05-09 13:00:00+00:00,1.23224,1.23207,1.2381405275521276,1.2204389448957447,1.2381705275521275,0.005900527552127628,59.00527552127628,-1.0338952743179357,loss,2,92,2022,Friday,NY
GBPUSD,-1,2022-05-12 08:15:00+00:00,2022-05-12 08:30:00+00:00,2022-05-12 13:30:00+00:00,1.21927,1.21916,1.2222130191762555,1.2133839616474893,1.2222430191762554,0.002943019176255367,29.43019176255367,-1.0475701963240978,loss,1,20,2022,Thursday,London
GBPUSD,-1,2022-05-19 08:00:00+00:00,2022-05-19 08:15:00+00:00,2022-05-19 09:15:00+00:00,1.23399,1.23388,1.2392886462129094,1.2233927075741808,1.2393186462129093,0.00529864621290954,52.9864621290954,-1.0264218433113355,loss,0,4,2022,Thursday,London
GBPUSD,-1,2022-06-13 08:15:00+00:00,2022-06-13 08:30:00+00:00,2022-06-13 12:45:00+00:00,1.22561,1.22547,1.23015901464685,1.2165119707063003,1.2165119707063003,0.004549014646849866,45.49014646849866,1.9692241043679712,win,2,17,2022,Monday,London
GBPUSD,-1,2022-06-22 07:30:00+00:00,2022-06-22 07:45:00+00:00,2022-06-22 10:45:00+00:00,1.22161,1.2214800000000001,1.2244488135696685,1.2159323728606635,1.2244788135696685,0.00283881356966832,28.388135696683197,-1.056361573619902,loss,2,12,2022,Wednesday,London
GBPUSD,-1,2022-06-29 07:15:00+00:00,2022-06-29 07:30:00+00:00,2022-06-29 09:00:00+00:00,1.21842,1.2183,1.2210441470374187,1.213171705925163,1.2210741470374187,0.0026241470374185863,26.241470374185862,-1.0571614310712216,loss,1,6,2022,Wednesday,London
GBPUSD,-1,2022-06-29 09:15:00+00:00,2022-06-29 09:30:00+00:00,2022-06-29 14:30:00+00:00,1.21816,1.21804,1.2212723084466135,1.2119353831067727,1.2119353831067727,0.003112308446613562,31.12308446613562,1.9614434102344784,win,2,20,2022,Wednesday,London
GBPUSD,-1,2022-07-01 07:15:00+00:00,2022-07-01 07:30:00+00:00,2022-07-01 08:15:00+00:00,1.21271,1.21259,1.213974405110058,1.2101811897798838,1.2101811897798838,0.0012644051100580552,12.644051100580551,1.905093708460018,win,2,3,2022,Friday,London
GBPUSD,-1,2022-07-11 10:15:00+00:00,2022-07-11 10:30:00+00:00,2022-07-11 14:00:00+00:00,1.1956,1.19547,1.1983255878263095,1.1901488243473808,1.1901488243473808,0.0027255878263096013,27.25587826309601,1.952303866804405,win,2,14,2022,Monday,London
GBPUSD,-1,2022-07-12 08:00:00+00:00,2022-07-12 08:15:00+00:00,2022-07-12 09:15:00+00:00,1.18521,1.18509,1.1874248454049663,1.1807803091900677,1.1807803091900677,0.002214845404966231,22.14845404966231,1.9458201463040592,win,1,4,2022,Tuesday,London
GBPUSD,1,2022-08-11 14:45:00+00:00,2022-08-11 15:00:00+00:00,2022-08-11 16:00:00+00:00,1.22421,1.22434,1.2200651246863699,1.2324997506272606,1.2200351246863699,0.004144875313630242,41.448753136302415,-1.0386018849526577,loss,1,4,2022,Thursday,NY
GBPUSD,-1,2022-08-16 10:30:00+00:00,2022-08-16 10:45:00+00:00,2022-08-16 14:00:00+00:00,1.20259,1.20247,1.2059095369067827,1.1959509261864347,1.2059395369067827,0.003319536906782624,33.195369067826235,-1.045187025844974,loss,2,13,2022,Tuesday,London
GBPUSD,-1,2022-08-19 09:00:00+00:00,2022-08-19 09:15:00+00:00,2022-08-19 15:30:00+00:00,1.18868,1.18855,1.1926652438892535,1.1807095122214928,1.1807095122214928,0.0039852438892536025,39.85243889253602,1.9673796626724538,win,2,25,2022,Friday,London
GBPUSD,-1,2022-08-29 07:45:00+00:00,2022-08-29 08:00:00+00:00,2022-08-29 08:15:00+00:00,1.16665,1.16652,1.1680888660433093,1.163772267913381,1.1681188660433093,0.001438866043309438,14.38866043309438,-1.1111986767245086,loss,3,1,2022,Monday,London
GBPUSD,-1,2022-09-01 14:45:00+00:00,2022-09-01 15:00:00+00:00,2022-09-01 15:45:00+00:00,1.15569,1.15557,1.1584683221679966,1.1501333556640072,1.1501333556640072,0.0027783221679964975,27.783221679964974,1.9568084646976884,win,1,3,2022,Thursday,NY
GBPUSD,-1,2022-09-05 08:00:00+00:00,2022-09-05 08:15:00+00:00,2022-09-05 09:00:00+00:00,1.14658,1.14645,1.1487776052175338,1.1421847895649324,1.1488076052175338,0.0021976052175337944,21.976052175337944,-1.0728065253592594,loss,2,3,2022,Monday,London
GBPUSD,-1,2022-09-07 14:45:00+00:00,2022-09-07 15:00:00+00:00,2022-09-07 15:30:00+00:00,1.14126,1.14109,1.145505551490788,1.132768897018424,1.145535551490788,0.004245551490787942,42.45551490787942,-1.0471081319903854,loss,2,2,2022,Wednesday,NY
GBPUSD,-1,2022-09-15 15:15:00+00:00,2022-09-15 15:30:00+00:00,2022-09-16 07:00:00+00:00,1.14909,1.14896,1.1518691174551965,1.1435317650896069,1.1435317650896069,0.0027791174551965846,27.791174551965845,1.95322256000481,win,2,62,2022,Thursday,NY
GBPUSD,-1,2022-09-19 08:00:00+00:00,2022-09-19 08:15:00+00:00,2022-09-19 15:30:00+00:00,1.13828,1.13815,1.14051626726635,1.1338074654672998,1.14054626726635,0.0022362672663500324,22.362672663500323,-1.0715477986050923,loss,2,29,2022,Monday,London
GBPUSD,-1,2022-09-21 08:30:00+00:00,2022-09-21 08:45:00+00:00,2022-09-21 19:00:00+00:00,1.13383,1.13372,1.1383535588735172,1.1247828822529653,1.1247828822529653,0.004523558873517276,45.23558873517276,1.9756828631890313,win,1,41,2022,Wednesday,London
GBPUSD,-1,2022-09-22 07:45:00+00:00,2022-09-22 08:00:00+00:00,2022-09-22 08:30:00+00:00,1.1219,1.12178,1.125629331986428,1.114441336027144,1.1256593319864279,0.0037293319864279547,37.293319864279546,-1.0402216805974382,loss,1,2,2022,Thursday,London
GBPUSD,-1,2022-09-23 07:45:00+00:00,2022-09-23 08:00:00+00:00,2022-09-23 09:15:00+00:00,1.12185,1.1217000000000001,1.1245055971939415,1.1165388056121173,1.1165388056121173,0.0026555971939414037,26.555971939414036,1.9435155300125517,win,2,5,2022,Friday,London
GBPUSD,-1,2022-09-28 07:15:00+00:00,2022-09-28 07:30:00+00:00,2022-09-28 08:45:00+00:00,1.06761,1.06748,1.070485755507311,1.0618584889853775,1.070515755507311,0.002875755507311184,28.757555073111842,-1.0556375531901425,loss,2,5,2022,Wednesday,London
GBPUSD,-1,2022-10-07 14:45:00+00:00,2022-10-07 15:00:00+00:00,2022-10-13 12:30:00+00:00,1.11148,1.11133,1.1215512824263392,1.091337435147322,1.1215812824263391,0.01007128242633905,100.7128242633905,-1.0178725997723406,loss,1,374,2022,Friday,NY
GBPUSD,1,2022-11-01 08:00:00+00:00,2022-11-01 08:15:00+00:00,2022-11-01 14:00:00+00:00,1.15418,1.15437,1.1499652688653643,1.1626094622692713,1.1499352688653643,0.004214731134635632,42.14731134635632,-1.0521978728825694,loss,1,23,2022,Tuesday,London
GBPUSD,1,2022-11-07 15:45:00+00:00,2022-11-07 16:00:00+00:00,2022-11-07 18:15:00+00:00,1.14654,1.14668,1.1433475305846426,1.1529249388307146,1.1529249388307146,0.0031924694153572814,31.924694153572812,1.956146799926585,win,3,9,2022,Monday,NY
GBPUSD,1,2022-11-11 09:45:00+00:00,2022-11-11 10:00:00+00:00,2022-11-11 19:15:00+00:00,1.17551,1.17564,1.1707695051769331,1.1849909896461341,1.1849909896461341,0.004740494823066996,47.40494823066996,1.9725767024642034,win,2,37,2022,Friday,London
GBPUSD,1,2022-11-14 09:30:00+00:00,2022-11-14 09:45:00+00:00,2022-11-14 10:30:00+00:00,1.18036,1.18048,1.1754154573295155,1.1902490853409693,1.1753854573295155,0.004944542670484636,49.44542670484636,-1.0303364759890206,loss,3,3,2022,Monday,London
GBPUSD,1,2022-11-16 09:45:00+00:00,2022-11-16 10:00:00+00:00,2022-11-16 14:45:00+00:00,1.18952,1.18967,1.1843792976857404,1.1998014046285193,1.1843492976857404,0.005140702314259645,51.407023142596444,-1.0350146709527777,loss,2,19,2022,Wednesday,London
